,func_oldfunccode,func_newfunccode,func_newdoc,func_newJdoc,func_olddoc,func_oldJdoc,func_addlines,func_addcode,func_dellines,func_delcode,func_path,func_pathinproj,func_methodsig,doc_oldfunccode,doc_newfunccode,doc_newdoc,doc_newJdoc,doc_olddoc,doc_oldJdoc,doc_addlines,doc_addcode,doc_dellines,doc_delcode,doc_path,doc_pathinproj,doc_methodsig,id,flag,commit
11,,807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_newfunccode_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,,807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_newfuncnewJdoc_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,,,"[134, 135, 136]","['  public <N1 extends N, E1 extends E> Graph<N1, E1> build() {\n', '    return new ConfigurableGraph<N1, E1>(this);\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/807760488eaaab1ced435ec07dab6be7e991fc47/GraphBuilder,guava/src/com/google/common/graph/GraphBuilder.java,"public Graph<N1, E1> build()",807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_olddocfunccode_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_newdocfunccode_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,,807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_newdocnewJdoc_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,,807760488eaaab1ced435ec07dab6be7e991fc47/Codes_neg/Match_olddocJdoc_807760488eaaab1ced435ec07dab6be7e991fc47_1.txt,[400],"['   * Adds {@code edge} to this graph, connecting {@code node1} to {@code node2}\n']",[359],[],/home/pritish/Documents/IP work/guv_ver/v21.0/807760488eaaab1ced435ec07dab6be7e991fc47/Graph,guava/src/com/google/common/graph/Graph.java," boolean addEdge(E edge, N node1, N node2)",1,1,807760488eaaab1ced435ec07dab6be7e991fc47
12,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_oldfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,,,,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_oldfuncoldJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,[],[],"[310, 311]","['  @Override\n', '  Set<N> predecessors(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Network,guava/src/com/google/common/graph/Network.java, Set<N> predecessors(Object node),c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_olddocfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_newdocfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_newdocnewJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_olddocJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_1.txt,[320],['   * {@inheritDoc}\n'],"[352, 343, 344, 345, 348, 349, 237, 350, 351]","['  @Override\n', '  Set<N> predecessors(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Network,guava/src/com/google/common/graph/Network.java, int degree(Object node),1,1,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4
13,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_oldfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,,,,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_oldfuncoldJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,[],[],"[310, 311]","['  @Override\n', '  Set<N> predecessors(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Network,guava/src/com/google/common/graph/Network.java, Set<N> predecessors(Object node),c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_olddocfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_newdocfunccode_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_newdocnewJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Codes_neg/Match_olddocJdoc_c550125af4a0da6d2ba5a6dc6d44fa400824d9d4_2.txt,[216],['   * {@inheritDoc}\n'],"[181, 182, 183, 216, 184, 185, 186, 187]","['  @Override\n', '  Set<N> predecessors(Object node);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/c550125af4a0da6d2ba5a6dc6d44fa400824d9d4/Network,guava/src/com/google/common/graph/Network.java, boolean isDirected(),1,1,c550125af4a0da6d2ba5a6dc6d44fa400824d9d4
14,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_oldfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newfuncnewJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_oldfuncoldJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,[413],"['    return Collections.newSetFromMap(Maps.<E, Boolean>newIdentityHashMap());\n']",[413],"['    return Sets.newSetFromMap(Maps.<E, Boolean>newIdentityHashMap());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/326ec435e287eff23e72f7a98cf1264c876f9b6f/Sets,guava/src/com/google/common/collect/Sets.java,public static Set<E> newIdentityHashSet(),326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_olddocfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newdocfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newdocnewJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_olddocJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_1.txt,[529],['   *     will be removed in December 2017.\n'],[529],"['    return Sets.newSetFromMap(Maps.<E, Boolean>newIdentityHashMap());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/326ec435e287eff23e72f7a98cf1264c876f9b6f/Sets,guava/src/com/google/common/collect/Sets.java,"public static Set<E> newSetFromMap(Map<E, Boolean> map)",1,1,326ec435e287eff23e72f7a98cf1264c876f9b6f
15,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_oldfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newfuncnewJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_oldfuncoldJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,[257],"['    return Collections.newSetFromMap(new ConcurrentHashMap<E, Boolean>());\n']",[257],"['    return newSetFromMap(new ConcurrentHashMap<E, Boolean>());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/326ec435e287eff23e72f7a98cf1264c876f9b6f/Sets,guava/src/com/google/common/collect/Sets.java,public static Set<E> newConcurrentHashSet(),326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_olddocfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newdocfunccode_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_newdocnewJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,,326ec435e287eff23e72f7a98cf1264c876f9b6f/Codes_neg/Match_olddocJdoc_326ec435e287eff23e72f7a98cf1264c876f9b6f_2.txt,[529],['   *     will be removed in December 2017.\n'],[529],"['    return newSetFromMap(new ConcurrentHashMap<E, Boolean>());\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/326ec435e287eff23e72f7a98cf1264c876f9b6f/Sets,guava/src/com/google/common/collect/Sets.java,"public static Set<E> newSetFromMap(Map<E, Boolean> map)",1,1,326ec435e287eff23e72f7a98cf1264c876f9b6f
16,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_oldfunccode_6cca4e75672e214007598cb805e660e82259696a_1.txt,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newfunccode_6cca4e75672e214007598cb805e660e82259696a_1.txt," Read all of the characters for this node.
 '!' represents an interior node that represents an ICANN entry in the map.
 '?' represents a leaf node, which represents an ICANN entry in map.
 ':' represents an interior node that represents a private entry in the map
 ',' represents a leaf node, which represents a private entry in the map.
 Read all the children
 An extra '?' or ',' after a child node indicates the end of all children of this node.
",6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newfuncnewJdoc_6cca4e75672e214007598cb805e660e82259696a_1.txt," Read all of the characters for this node.
 '!' represents an interior node that represents an ICANN entry in the map.
 '?' represents a leaf node, which represents an ICANN entry in map.
 ':' represents an interior node that represents a private entry in the map
 ',' represents a leaf node, which represents a private entry in the map.
 Read all the children
 An extra '?' or ',' after a child node indicates the end of all children of this node.
",6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_oldfuncoldJdoc_6cca4e75672e214007598cb805e660e82259696a_1.txt,[67],['    for (; idx < encodedLen; idx++) {\n'],[70],['    for ( ; idx < encodedLen; idx++) {\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6cca4e75672e214007598cb805e660e82259696a/TrieParser,guava/src/com/google/thirdparty/publicsuffix/TrieParser.java,"private static int doParseTrieToBuilder(List<CharSequence> stack, CharSequence encoded, ImmutableMap.Builder<String, PublicSuffixType> builder)",6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_olddocfunccode_6cca4e75672e214007598cb805e660e82259696a_1.txt,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newdocfunccode_6cca4e75672e214007598cb805e660e82259696a_1.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newdocnewJdoc_6cca4e75672e214007598cb805e660e82259696a_1.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_olddocJdoc_6cca4e75672e214007598cb805e660e82259696a_1.txt,"[64, 65, 67, 68, 69, 70, 72, 73, 54, 55, 56, 58, 59, 60, 62, 63]","['   * Returns an {@link Escaper} instance that escapes special characters in a string so it can\n', '   * safely be included in an XML document as element content. See section\n', '   * <a href=""http://www.w3.org/TR/2008/REC-xml-20081126/#syntax"">2.4</a> of the XML specification.\n', '   * <p><b>Note:</b> Double and single quotes are not escaped, so it is <b>not safe</b> to use this\n', '   * escaper to escape attribute values. Use {@link #xmlContentEscaper} if the output can appear in\n', '   * element content or {@link #xmlAttributeEscaper} in attribute values.\n', '   * <p>This escaper substitutes {@code 0xFFFD} for non-whitespace control characters and the\n', '   * character values {@code 0xFFFE} and {@code 0xFFFF} which are not permitted in XML. For more\n', '   * detail see section <a href=""http://www.w3.org/TR/2008/REC-xml-20081126/#charsets"">2.2</a> of\n', '   * the XML specification.\n', '   * <p>This escaper does not escape non-ASCII characters to their numeric character references\n', '   * (NCR). Any non-ASCII characters appearing in the input will be preserved in the output.\n', '   * Specifically ""\\r"" (carriage return) is preserved in the output, which may result in it being\n', '   * silently converted to ""\\n"" when the XML is parsed.\n', '   * <p>This escaper does not treat surrogate pairs specially and does not perform Unicode\n', '   * validation on its input.\n']","[65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 82, 83, 59, 60, 61, 62, 63]",['    for ( ; idx < encodedLen; idx++) {\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6cca4e75672e214007598cb805e660e82259696a/XmlEscapers,guava/src/com/google/common/xml/XmlEscapers.java,public static Escaper xmlContentEscaper(),1,1,6cca4e75672e214007598cb805e660e82259696a
17,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_oldfunccode_6cca4e75672e214007598cb805e660e82259696a_2.txt,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newfunccode_6cca4e75672e214007598cb805e660e82259696a_2.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newfuncnewJdoc_6cca4e75672e214007598cb805e660e82259696a_2.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_oldfuncoldJdoc_6cca4e75672e214007598cb805e660e82259696a_2.txt,"[41, 42, 43]","['      idx +=\n', '          doParseTrieToBuilder(\n', '              Lists.<CharSequence>newLinkedList(), encoded.subSequence(idx, encodedLen), builder);\n']","[43, 44, 45, 46]","['      idx += doParseTrieToBuilder(\n', '          Lists.<CharSequence>newLinkedList(),\n', '          encoded.subSequence(idx, encodedLen),\n', '          builder);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6cca4e75672e214007598cb805e660e82259696a/TrieParser,guava/src/com/google/thirdparty/publicsuffix/TrieParser.java," static ImmutableMap<String, PublicSuffixType> parseTrie(CharSequence encoded)",6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_olddocfunccode_6cca4e75672e214007598cb805e660e82259696a_2.txt,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newdocfunccode_6cca4e75672e214007598cb805e660e82259696a_2.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_newdocnewJdoc_6cca4e75672e214007598cb805e660e82259696a_2.txt,,6cca4e75672e214007598cb805e660e82259696a/Codes_neg/Match_olddocJdoc_6cca4e75672e214007598cb805e660e82259696a_2.txt,"[64, 65, 67, 68, 69, 70, 72, 73, 54, 55, 56, 58, 59, 60, 62, 63]","['   * Returns an {@link Escaper} instance that escapes special characters in a string so it can\n', '   * safely be included in an XML document as element content. See section\n', '   * <a href=""http://www.w3.org/TR/2008/REC-xml-20081126/#syntax"">2.4</a> of the XML specification.\n', '   * <p><b>Note:</b> Double and single quotes are not escaped, so it is <b>not safe</b> to use this\n', '   * escaper to escape attribute values. Use {@link #xmlContentEscaper} if the output can appear in\n', '   * element content or {@link #xmlAttributeEscaper} in attribute values.\n', '   * <p>This escaper substitutes {@code 0xFFFD} for non-whitespace control characters and the\n', '   * character values {@code 0xFFFE} and {@code 0xFFFF} which are not permitted in XML. For more\n', '   * detail see section <a href=""http://www.w3.org/TR/2008/REC-xml-20081126/#charsets"">2.2</a> of\n', '   * the XML specification.\n', '   * <p>This escaper does not escape non-ASCII characters to their numeric character references\n', '   * (NCR). Any non-ASCII characters appearing in the input will be preserved in the output.\n', '   * Specifically ""\\r"" (carriage return) is preserved in the output, which may result in it being\n', '   * silently converted to ""\\n"" when the XML is parsed.\n', '   * <p>This escaper does not treat surrogate pairs specially and does not perform Unicode\n', '   * validation on its input.\n']","[65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 82, 83, 59, 60, 61, 62, 63]","['      idx += doParseTrieToBuilder(\n', '          Lists.<CharSequence>newLinkedList(),\n', '          encoded.subSequence(idx, encodedLen),\n', '          builder);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6cca4e75672e214007598cb805e660e82259696a/XmlEscapers,guava/src/com/google/common/xml/XmlEscapers.java,public static Escaper xmlContentEscaper(),1,1,6cca4e75672e214007598cb805e660e82259696a
18,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_oldfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newfuncnewJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_oldfuncoldJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,[332],['    return nodeToSuccessorNodes(graph).hashCode();\n'],[344],['    return nodeToAdjacentNodes(graph).hashCode();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Graphs,guava/src/com/google/common/graph/Graphs.java,public static int hashCode(Graph<?> graph),6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_olddocfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newdocfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newdocnewJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_olddocJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_1.txt,"[355, 286]","[""   * of a map from each of the graph's nodes to its outgoing edges.\n"", ""   * of a map from each of the graph's nodes to its successor nodes.\n""]","[288, 353, 289, 356, 357, 358, 359, 283, 286, 287]",['    return nodeToAdjacentNodes(graph).hashCode();\n'],/home/pritish/Documents/IP work/guv_ver/v21.0/6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Network,guava/src/com/google/common/graph/Network.java, int hashCode(),1,1,6ed0a709a546f1d2c3de6a56c032c2c5261926ae
19,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_oldfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newfuncnewJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_oldfuncoldJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,"[308, 312, 316, 317]","['    if (graph1.isDirected() != graph2.isDirected()) {\n', '    if (!graph1.nodes().equals(graph2.nodes()) || !graph1.edges().equals(graph2.edges())) {\n', '    for (Object edge : graph1.edges()) {\n', '      if (!graph1.incidentNodes(edge).equals(graph2.incidentNodes(edge))) {\n']","[322, 323, 324, 325, 326, 327, 314, 318]","['    if (graph1.edges().size() != graph2.edges().size()) {\n', '    if (!graph1.nodes().equals(graph2.nodes())) {\n', '    for (Object node : graph1.nodes()) {\n', '      if (!graph1.inEdges(node).equals(graph2.inEdges(node))) {\n', '        return false;\n', '      }\n', '      boolean bothUndirected = !graph1.isDirected() && !graph2.isDirected();\n', '      if (!bothUndirected && !graph1.outEdges(node).equals(graph2.outEdges(node))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Graphs,guava/src/com/google/common/graph/Graphs.java,"public static boolean equal(@Nullable Network<?, ?> graph1, @Nullable Network<?, ?> graph2)",6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_olddocfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newdocfunccode_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_newdocnewJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,,6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Codes_neg/Match_olddocJdoc_6ed0a709a546f1d2c3de6a56c032c2c5261926ae_2.txt,"[355, 286]","[""   * of a map from each of the graph's nodes to its outgoing edges.\n"", ""   * of a map from each of the graph's nodes to its successor nodes.\n""]","[288, 353, 289, 356, 357, 358, 359, 283, 286, 287]","['    if (graph1.edges().size() != graph2.edges().size()) {\n', '    if (!graph1.nodes().equals(graph2.nodes())) {\n', '    for (Object node : graph1.nodes()) {\n', '      if (!graph1.inEdges(node).equals(graph2.inEdges(node))) {\n', '        return false;\n', '      }\n', '      boolean bothUndirected = !graph1.isDirected() && !graph2.isDirected();\n', '      if (!bothUndirected && !graph1.outEdges(node).equals(graph2.outEdges(node))) {\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/6ed0a709a546f1d2c3de6a56c032c2c5261926ae/Network,guava/src/com/google/common/graph/Network.java, int hashCode(),1,1,6ed0a709a546f1d2c3de6a56c032c2c5261926ae
20,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_oldfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newfuncnewJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_oldfuncoldJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,"[272, 273, 274, 276, 277, 262, 266, 267, 268, 269, 270, 271]","['    } else if (!config.isMultigraph() && nodes().contains(node1) && nodes().contains(node2)) {\n', '    NodeConnections<N, E> connectionsN1 = nodeConnections.get(node1);\n', '    connectionsN1.addSuccessor(node2, edge);\n', '    NodeConnections<N, E> connectionsN2 = nodeConnections.get(node2);\n', '    connectionsN2.addPredecessor(node1, edge);\n', '    } else if (!config.isMultigraph() && nodes().contains(node1) && nodes().contains(node2)) {\n', '    addNode(node1);\n', '    NodeConnections<N, E> connectionsN1 = nodeConnections.get(node1);\n', '    connectionsN1.addSuccessor(node2, edge);\n', '    if (!incidentNodes.isSelfLoop()) {\n', '      addNode(node2);\n', '      NodeConnections<N, E> connectionsN2 = nodeConnections.get(node2);\n', '      connectionsN2.addPredecessor(node1, edge);\n']","[352, 320, 354, 324, 325, 326, 347]","['    } else if (!config.isMultigraph() && containsNode(node1) && containsNode(node2)) {\n', '    nodeToIncidentEdges.get(node1).outEdges().add(edge);\n', '    nodeToIncidentEdges.get(node2).inEdges().add(edge);\n', '    } else if (!config.isMultigraph() && containsNode(node1) && containsNode(node2)) {\n', '    for (N node : incidentNodes) {\n', '      addNode(node);\n', '      nodeToIncidentEdges.get(node).add(edge);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/8b0ec570c69b969b47262eff5935ddc7a80ced50/IncidenceSetDirectedGraph,guava/src/com/google/common/graph/IncidenceSetDirectedGraph.java,"public boolean addEdge(E edge, N node1, N node2)",8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_olddocfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newdocfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newdocnewJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_olddocJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_1.txt,[76],['     * @see Graph#addEdge\n'],[76],"['    } else if (!config.isMultigraph() && containsNode(node1) && containsNode(node2)) {\n', '    nodeToIncidentEdges.get(node1).outEdges().add(edge);\n', '    nodeToIncidentEdges.get(node2).inEdges().add(edge);\n', '    } else if (!config.isMultigraph() && containsNode(node1) && containsNode(node2)) {\n', '    for (N node : incidentNodes) {\n', '      addNode(node);\n', '      nodeToIncidentEdges.get(node).add(edge);\n']",/home/pritish/Documents/IP work/guv_ver/v21.0/8b0ec570c69b969b47262eff5935ddc7a80ced50/AbstractImmutableGraph,guava/src/com/google/common/graph/AbstractImmutableGraph.java," Builder<N, E> addEdge(E e, N n1, N n2)",1,1,8b0ec570c69b969b47262eff5935ddc7a80ced50
21,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_2.txt,,,,,"[96, 97, 98, 99, 100, 101, 89, 90, 91, 92, 93]","['  @Override\n', '  public void removeNode(Object node) {\n', '    checkNotNull(node, ""node"");\n', '    predecessors.remove(node);\n', '    successors.remove(node);\n', '  }\n', '  @Override\n', '  public void removeNode(Object node) {\n', '    checkNotNull(node, ""node"");\n', '    adjacentNodes.remove(node);\n', '  }\n']",[],[],/home/pritish/Documents/IP work/guv_ver/v21.0/8b0ec570c69b969b47262eff5935ddc7a80ced50/DirectedNodeConnections,guava/src/com/google/common/graph/DirectedNodeConnections.java,public void removeNode(Object node),8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_olddocfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_2.txt,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newdocfunccode_8b0ec570c69b969b47262eff5935ddc7a80ced50_2.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_newdocnewJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_2.txt,,8b0ec570c69b969b47262eff5935ddc7a80ced50/Codes_neg/Match_olddocJdoc_8b0ec570c69b969b47262eff5935ddc7a80ced50_2.txt,[76],['     * @see Graph#addEdge\n'],[76],[],/home/pritish/Documents/IP work/guv_ver/v21.0/8b0ec570c69b969b47262eff5935ddc7a80ced50/AbstractImmutableGraph,guava/src/com/google/common/graph/AbstractImmutableGraph.java," Builder<N, E> addEdge(E e, N n1, N n2)",1,1,8b0ec570c69b969b47262eff5935ddc7a80ced50
